Stationscode;Datum;"Feinstaub (PM₁₀) Tagesmittel (stündlich gleitend) in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";"Feinstaub (PM₂,₅) Tagesmittel (stündlich gleitend) in µg/m³";Luftqualitätsindex
DENI062;"'17.10.2024 16:00'";14;31;14;8;"sehr gut"
DENI062;"'17.10.2024 17:00'";14;30;14;8;"sehr gut"
DENI062;"'17.10.2024 18:00'";14;26;16;8;"sehr gut"
DENI062;"'17.10.2024 19:00'";15;24;16;9;"sehr gut"
DENI062;"'17.10.2024 20:00'";15;24;14;9;"sehr gut"
DENI062;"'17.10.2024 21:00'";15;25;13;9;"sehr gut"
DENI062;"'17.10.2024 22:00'";16;25;12;9;"sehr gut"
DENI062;"'17.10.2024 23:00'";16;23;13;9;"sehr gut"
DENI062;"'17.10.2024 24:00'";16;23;12;9;"sehr gut"
DENI062;"'18.10.2024 01:00'";16;-;-;9;"sehr gut"
DENI062;"'18.10.2024 02:00'";16;18;10;9;"sehr gut"
DENI062;"'18.10.2024 03:00'";17;14;10;9;"sehr gut"
DENI062;"'18.10.2024 04:00'";17;5;14;9;"sehr gut"
DENI062;"'18.10.2024 05:00'";17;2;13;10;"sehr gut"
DENI062;"'18.10.2024 06:00'";17;2;15;10;"sehr gut"
DENI062;"'18.10.2024 07:00'";18;2;15;10;"sehr gut"
DENI062;"'18.10.2024 08:00'";20;1;16;10;"sehr gut"
DENI062;"'18.10.2024 09:00'";21;2;18;11;gut
DENI062;"'18.10.2024 10:00'";21;5;16;11;gut
DENI062;"'18.10.2024 11:00'";22;13;14;11;gut
DENI062;"'18.10.2024 12:00'";23;14;11;12;gut
DENI062;"'18.10.2024 13:00'";23;20;12;12;gut
DENI062;"'18.10.2024 14:00'";24;26;11;12;gut
DENI062;"'18.10.2024 15:00'";24;31;9;12;gut
DENI062;"'18.10.2024 16:00'";24;31;8;13;gut
DENI062;"'18.10.2024 17:00'";25;32;8;13;gut
DENI062;"'18.10.2024 18:00'";25;34;9;13;gut
DENI062;"'18.10.2024 19:00'";25;33;13;13;gut
DENI062;"'18.10.2024 20:00'";25;28;15;13;gut
DENI062;"'18.10.2024 21:00'";25;26;11;14;gut
DENI062;"'18.10.2024 22:00'";25;23;12;14;gut
DENI062;"'18.10.2024 23:00'";26;24;12;14;gut
DENI062;"'18.10.2024 24:00'";26;34;10;14;gut
DENI062;"'19.10.2024 01:00'";26;35;10;15;gut
DENI062;"'19.10.2024 02:00'";27;-;-;15;gut
DENI062;"'19.10.2024 03:00'";27;37;7;15;gut
DENI062;"'19.10.2024 04:00'";27;25;9;15;gut
DENI062;"'19.10.2024 05:00'";27;20;9;16;gut
DENI062;"'19.10.2024 06:00'";28;22;9;16;gut
DENI062;"'19.10.2024 07:00'";28;14;14;16;gut
DENI062;"'19.10.2024 08:00'";26;21;10;16;gut
DENI062;"'19.10.2024 09:00'";26;18;11;16;gut
DENI062;"'19.10.2024 10:00'";26;15;11;17;gut
DENI062;"'19.10.2024 11:00'";26;13;10;17;gut
DENI062;"'19.10.2024 12:00'";26;15;7;17;gut
DENI062;"'19.10.2024 13:00'";26;12;10;17;gut
DENI062;"'19.10.2024 14:00'";25;13;11;17;gut
DENI062;"'19.10.2024 15:00'";25;14;9;17;gut
DENI062;"'19.10.2024 16:00'";24;14;10;17;gut
DENI062;"'19.10.2024 17:00'";24;15;12;16;gut
DENI062;"'19.10.2024 18:00'";24;13;13;16;gut
DENI062;"'19.10.2024 19:00'";23;14;13;16;gut
DENI062;"'19.10.2024 20:00'";23;14;13;15;gut
DENI062;"'19.10.2024 21:00'";22;5;19;15;gut
DENI062;"'19.10.2024 22:00'";21;13;17;14;gut
DENI062;"'19.10.2024 23:00'";20;18;14;14;gut
DENI062;"'19.10.2024 24:00'";20;18;12;13;gut
DENI062;"'20.10.2024 01:00'";19;23;11;13;gut
DENI062;"'20.10.2024 02:00'";18;19;10;12;gut
DENI062;"'20.10.2024 03:00'";18;-;-;12;gut
DENI062;"'20.10.2024 04:00'";17;13;11;12;gut
DENI062;"'20.10.2024 05:00'";16;13;9;11;gut
DENI062;"'20.10.2024 06:00'";16;12;9;11;gut
DENI062;"'20.10.2024 07:00'";15;11;8;10;"sehr gut"
DENI062;"'20.10.2024 08:00'";14;13;9;10;"sehr gut"
DENI062;"'20.10.2024 09:00'";14;13;9;9;"sehr gut"
DENI062;"'20.10.2024 10:00'";13;16;8;8;"sehr gut"
DENI062;"'20.10.2024 11:00'";12;24;6;8;"sehr gut"
DENI062;"'20.10.2024 12:00'";11;32;5;7;"sehr gut"
DENI062;"'20.10.2024 13:00'";11;45;4;7;"sehr gut"
DENI062;"'20.10.2024 14:00'";10;48;4;6;"sehr gut"
DENI062;"'20.10.2024 15:00'";10;49;5;6;"sehr gut"
DENI062;"'20.10.2024 16:00'";10;51;5;6;"sehr gut"
DENI062;"'20.10.2024 17:00'";10;52;6;6;"sehr gut"
DENI062;"'20.10.2024 18:00'";10;51;6;5;"sehr gut"
DENI062;"'20.10.2024 19:00'";10;45;10;5;"sehr gut"
DENI062;"'20.10.2024 20:00'";10;48;7;5;"sehr gut"
DENI062;"'20.10.2024 21:00'";10;49;5;5;"sehr gut"
DENI062;"'20.10.2024 22:00'";10;48;5;5;"sehr gut"
DENI062;"'20.10.2024 23:00'";10;48;5;5;"sehr gut"
DENI062;"'20.10.2024 24:00'";10;50;4;5;"sehr gut"
DENI062;"'21.10.2024 01:00'";10;49;5;6;"sehr gut"
DENI062;"'21.10.2024 02:00'";10;46;5;5;"sehr gut"
DENI062;"'21.10.2024 03:00'";10;44;5;5;"sehr gut"
DENI062;"'21.10.2024 04:00'";10;-;-;5;"sehr gut"
DENI062;"'21.10.2024 05:00'";10;37;8;5;"sehr gut"
DENI062;"'21.10.2024 06:00'";10;37;9;5;"sehr gut"
DENI062;"'21.10.2024 07:00'";10;36;9;5;"sehr gut"
DENI062;"'21.10.2024 08:00'";10;37;8;5;"sehr gut"
DENI062;"'21.10.2024 09:00'";10;33;9;5;"sehr gut"
DENI062;"'21.10.2024 10:00'";10;34;8;5;"sehr gut"
DENI062;"'21.10.2024 11:00'";9;44;9;5;"sehr gut"
DENI062;"'21.10.2024 12:00'";9;47;7;5;"sehr gut"
DENI062;"'21.10.2024 13:00'";9;51;8;5;"sehr gut"
DENI062;"'21.10.2024 14:00'";9;52;8;5;"sehr gut"
DENI062;"'21.10.2024 15:00'";9;50;11;5;"sehr gut"
DENI062;"'21.10.2024 16:00'";9;55;11;5;"sehr gut"
DENI062;"'21.10.2024 17:00'";9;52;15;5;"sehr gut"
DENI062;"'21.10.2024 18:00'";9;53;12;5;"sehr gut"
DENI062;"'21.10.2024 19:00'";9;48;14;5;"sehr gut"
DENI062;"'21.10.2024 20:00'";9;31;24;5;gut
DENI062;"'21.10.2024 21:00'";9;36;15;4;"sehr gut"
DENI062;"'21.10.2024 22:00'";9;26;17;4;"sehr gut"
DENI062;"'21.10.2024 23:00'";9;30;11;4;"sehr gut"
DENI062;"'21.10.2024 24:00'";9;31;6;4;"sehr gut"
DENI062;"'22.10.2024 01:00'";9;31;8;4;"sehr gut"
DENI062;"'22.10.2024 02:00'";9;28;7;4;"sehr gut"
DENI062;"'22.10.2024 03:00'";9;26;7;4;"sehr gut"
DENI062;"'22.10.2024 04:00'";9;22;5;4;"sehr gut"
DENI062;"'22.10.2024 05:00'";9;-;-;4;"sehr gut"
DENI062;"'22.10.2024 06:00'";9;12;15;4;"sehr gut"
DENI062;"'22.10.2024 07:00'";9;7;19;5;"sehr gut"
DENI062;"'22.10.2024 08:00'";9;35;11;4;"sehr gut"
DENI062;"'22.10.2024 09:00'";9;47;14;4;"sehr gut"
DENI062;"'22.10.2024 10:00'";9;50;14;4;"sehr gut"
DENI062;"'22.10.2024 11:00'";9;53;11;4;"sehr gut"
DENI062;"'22.10.2024 12:00'";9;65;6;4;gut
DENI062;"'22.10.2024 13:00'";9;67;5;4;gut
DENI062;"'22.10.2024 14:00'";8;67;5;4;gut
DENI062;"'22.10.2024 15:00'";9;65;5;4;gut
DENI062;"'22.10.2024 16:00'";9;63;7;4;gut
DENI062;"'22.10.2024 17:00'";9;63;8;5;gut
DENI062;"'22.10.2024 18:00'";9;54;13;5;"sehr gut"
DENI062;"'22.10.2024 19:00'";9;43;19;5;"sehr gut"
DENI062;"'22.10.2024 20:00'";10;42;14;5;"sehr gut"
DENI062;"'22.10.2024 21:00'";10;41;11;5;"sehr gut"
DENI062;"'22.10.2024 22:00'";10;35;11;5;"sehr gut"
DENI062;"'22.10.2024 23:00'";10;33;11;6;"sehr gut"
DENI062;"'22.10.2024 24:00'";10;30;9;6;"sehr gut"
DENI062;"'23.10.2024 01:00'";10;28;8;6;"sehr gut"
DENI062;"'23.10.2024 02:00'";11;24;8;6;"sehr gut"
DENI062;"'23.10.2024 03:00'";11;17;10;6;"sehr gut"
DENI062;"'23.10.2024 04:00'";11;16;11;6;"sehr gut"
DENI062;"'23.10.2024 05:00'";12;14;10;7;"sehr gut"
DENI062;"'23.10.2024 06:00'";12;-;-;7;"sehr gut"
DENI062;"'23.10.2024 07:00'";12;4;21;7;gut
DENI062;"'23.10.2024 08:00'";12;6;19;7;"sehr gut"
DENI062;"'23.10.2024 09:00'";13;6;19;8;"sehr gut"
DENI062;"'23.10.2024 10:00'";14;8;18;8;"sehr gut"
DENI062;"'23.10.2024 11:00'";14;15;-;8;"sehr gut"
DENI062;"'23.10.2024 12:00'";15;29;-;9;"sehr gut"
DENI062;"'23.10.2024 13:00'";15;43;-;9;"sehr gut"
DENI062;"'23.10.2024 14:00'";16;47;-;9;"sehr gut"
DENI062;"'23.10.2024 15:00'";16;42;8;10;"sehr gut"
DENI062;"'23.10.2024 16:00'";16;56;8;10;"sehr gut"
DENI062;"'23.10.2024 17:00'";16;55;10;10;"sehr gut"
DENI062;"'23.10.2024 18:00'";16;48;14;10;"sehr gut"
DENI062;"'23.10.2024 19:00'";16;26;25;10;gut
DENI062;"'23.10.2024 20:00'";16;4;40;10;gut
DENI062;"'23.10.2024 21:00'";16;3;32;10;gut
DENI062;"'23.10.2024 22:00'";16;3;25;10;gut
DENI062;"'23.10.2024 23:00'";16;2;24;10;gut
DENI062;"'23.10.2024 24:00'";16;5;19;10;"sehr gut"
DENI062;"'24.10.2024 01:00'";16;3;16;10;"sehr gut"
DENI062;"'24.10.2024 02:00'";15;10;11;9;"sehr gut"
DENI062;"'24.10.2024 03:00'";15;19;7;9;"sehr gut"
DENI062;"'24.10.2024 04:00'";14;13;9;9;"sehr gut"
DENI062;"'24.10.2024 05:00'";14;13;10;9;"sehr gut"
DENI062;"'24.10.2024 06:00'";14;6;13;9;"sehr gut"
DENI062;"'24.10.2024 07:00'";13;2;11;8;"sehr gut"
DENI062;"'24.10.2024 08:00'";13;2;9;8;"sehr gut"
DENI062;"'24.10.2024 09:00'";14;2;9;8;"sehr gut"
DENI062;"'24.10.2024 10:00'";14;10;16;8;"sehr gut"
DENI062;"'24.10.2024 11:00'";14;32;12;8;"sehr gut"
DENI062;"'24.10.2024 12:00'";14;21;8;8;"sehr gut"
DENI062;"'24.10.2024 13:00'";14;33;9;8;"sehr gut"
DENI062;"'24.10.2024 14:00'";14;52;8;8;"sehr gut"
DENI062;"'24.10.2024 15:00'";13;47;11;8;"sehr gut"
DENI062;"'24.10.2024 16:00'";14;51;9;8;"sehr gut"
DENI062;"'24.10.2024 17:00'";14;57;8;8;"sehr gut"
DENI062;"'24.10.2024 18:00'";14;49;9;8;"sehr gut"
DENI062;"'24.10.2024 19:00'";14;37;19;8;"sehr gut"
DENI062;"'24.10.2024 20:00'";14;35;21;8;gut
DENI062;"'24.10.2024 21:00'";14;45;13;8;"sehr gut"
DENI062;"'24.10.2024 22:00'";14;43;12;8;"sehr gut"
DENI062;"'24.10.2024 23:00'";14;37;15;8;"sehr gut"
DENI062;"'24.10.2024 24:00'";15;-;-;8;"sehr gut"
DENI062;"'25.10.2024 01:00'";15;38;9;8;"sehr gut"
DENI062;"'25.10.2024 02:00'";15;38;7;8;"sehr gut"
DENI062;"'25.10.2024 03:00'";16;35;7;9;"sehr gut"
DENI062;"'25.10.2024 04:00'";16;32;9;9;"sehr gut"
DENI062;"'25.10.2024 05:00'";17;29;8;10;"sehr gut"
DENI062;"'25.10.2024 06:00'";18;17;18;10;"sehr gut"
DENI062;"'25.10.2024 07:00'";19;13;19;11;gut
DENI062;"'25.10.2024 08:00'";19;11;19;11;gut
DENI062;"'25.10.2024 09:00'";19;7;20;12;gut
DENI062;"'25.10.2024 10:00'";20;13;14;12;gut
DENI062;"'25.10.2024 11:00'";20;19;11;13;gut
DENI062;"'25.10.2024 12:00'";20;28;9;13;gut
DENI062;"'25.10.2024 13:00'";20;31;10;13;gut
DENI062;"'25.10.2024 14:00'";20;35;9;13;gut
DENI062;"'25.10.2024 15:00'";21;44;9;13;gut
DENI062;"'25.10.2024 16:00'";20;49;8;13;gut
DENI062;"'25.10.2024 17:00'";20;45;11;13;gut
DENI062;"'25.10.2024 18:00'";20;27;22;13;gut
DENI062;"'25.10.2024 19:00'";20;8;39;13;gut
DENI062;"'25.10.2024 20:00'";20;6;38;13;gut
DENI062;"'25.10.2024 21:00'";20;7;33;13;gut
DENI062;"'25.10.2024 22:00'";20;5;28;13;gut
DENI062;"'25.10.2024 23:00'";20;3;25;13;gut
DENI062;"'25.10.2024 24:00'";20;6;15;13;gut
DENI062;"'26.10.2024 01:00'";20;-;-;13;gut
DENI062;"'26.10.2024 02:00'";20;2;11;13;gut
DENI062;"'26.10.2024 03:00'";20;1;10;13;gut
DENI062;"'26.10.2024 04:00'";20;3;11;12;gut
DENI062;"'26.10.2024 05:00'";19;2;10;12;gut
DENI062;"'26.10.2024 06:00'";19;2;8;12;gut
DENI062;"'26.10.2024 07:00'";18;2;11;11;gut
DENI062;"'26.10.2024 08:00'";17;2;12;11;gut
DENI062;"'26.10.2024 09:00'";16;4;14;10;"sehr gut"
DENI062;"'26.10.2024 10:00'";15;7;12;9;"sehr gut"
DENI062;"'26.10.2024 11:00'";15;10;13;9;"sehr gut"
DENI062;"'26.10.2024 12:00'";14;19;8;9;"sehr gut"
DENI062;"'26.10.2024 13:00'";14;37;6;8;"sehr gut"
DENI062;"'26.10.2024 14:00'";14;46;6;8;"sehr gut"
DENI062;"'26.10.2024 15:00'";14;52;6;8;"sehr gut"
DENI062;"'26.10.2024 16:00'";14;54;6;8;"sehr gut"
DENI062;"'26.10.2024 17:00'";14;52;6;8;"sehr gut"
DENI062;"'26.10.2024 18:00'";14;40;10;8;"sehr gut"
DENI062;"'26.10.2024 19:00'";14;30;13;8;"sehr gut"
DENI062;"'26.10.2024 20:00'";14;27;13;9;"sehr gut"
DENI062;"'26.10.2024 21:00'";15;37;8;9;"sehr gut"
DENI062;"'26.10.2024 22:00'";15;38;7;9;"sehr gut"
DENI062;"'26.10.2024 23:00'";15;38;6;10;"sehr gut"
DENI062;"'26.10.2024 24:00'";15;35;6;10;"sehr gut"
DENI062;"'27.10.2024 01:00'";16;33;6;10;"sehr gut"
DENI062;"'27.10.2024 02:00'";16;-;-;11;gut
DENI062;"'27.10.2024 03:00'";16;32;6;11;gut
DENI062;"'27.10.2024 03:00'";17;29;7;11;gut
DENI062;"'27.10.2024 04:00'";17;26;7;12;gut
DENI062;"'27.10.2024 05:00'";18;21;8;12;gut
DENI062;"'27.10.2024 06:00'";18;18;9;13;gut
DENI062;"'27.10.2024 07:00'";19;16;10;13;gut
DENI062;"'27.10.2024 08:00'";20;16;9;14;gut
DENI062;"'27.10.2024 09:00'";20;17;9;15;gut
DENI062;"'27.10.2024 10:00'";21;23;9;15;gut
DENI062;"'27.10.2024 11:00'";21;21;11;15;gut
DENI062;"'27.10.2024 12:00'";21;20;13;15;gut
DENI062;"'27.10.2024 13:00'";21;37;11;15;gut
DENI062;"'27.10.2024 14:00'";21;53;8;15;gut
DENI062;"'27.10.2024 15:00'";20;62;5;15;gut
DENI062;"'27.10.2024 16:00'";20;66;5;15;gut
DENI062;"'27.10.2024 17:00'";20;62;6;14;gut
DENI062;"'27.10.2024 18:00'";19;49;14;14;gut
DENI062;"'27.10.2024 19:00'";19;45;16;14;gut
DENI062;"'27.10.2024 20:00'";18;45;13;13;gut
DENI062;"'27.10.2024 21:00'";18;41;13;13;gut
DENI062;"'27.10.2024 22:00'";17;30;14;12;gut
DENI062;"'27.10.2024 23:00'";17;21;17;12;gut
DENI062;"'27.10.2024 24:00'";16;26;10;11;gut
DENI062;"'28.10.2024 01:00'";16;23;8;11;gut
DENI062;"'28.10.2024 02:00'";15;-;-;10;"sehr gut"
DENI062;"'28.10.2024 03:00'";15;24;5;10;"sehr gut"
DENI062;"'28.10.2024 04:00'";14;22;5;9;"sehr gut"
DENI062;"'28.10.2024 05:00'";14;24;8;9;"sehr gut"
DENI062;"'28.10.2024 06:00'";13;22;11;8;"sehr gut"
DENI062;"'28.10.2024 07:00'";12;17;15;8;"sehr gut"
DENI062;"'28.10.2024 08:00'";12;17;15;8;"sehr gut"
DENI062;"'28.10.2024 09:00'";12;22;12;7;"sehr gut"
DENI062;"'28.10.2024 10:00'";12;25;9;8;"sehr gut"
DENI062;"'28.10.2024 11:00'";11;31;9;7;"sehr gut"
DENI062;"'28.10.2024 12:00'";11;40;9;7;"sehr gut"
DENI062;"'28.10.2024 13:00'";12;40;12;7;"sehr gut"
DENI062;"'28.10.2024 14:00'";12;47;13;8;"sehr gut"
DENI062;"'28.10.2024 15:00'";12;50;13;8;"sehr gut"
DENI062;"'28.10.2024 16:00'";12;57;11;8;"sehr gut"
DENI062;"'28.10.2024 17:00'";13;53;12;8;"sehr gut"
DENI062;"'28.10.2024 18:00'";13;47;11;8;"sehr gut"
DENI062;"'28.10.2024 19:00'";13;45;10;8;"sehr gut"
DENI062;"'28.10.2024 20:00'";13;43;9;8;"sehr gut"
DENI062;"'28.10.2024 21:00'";13;41;9;9;"sehr gut"
DENI062;"'28.10.2024 22:00'";13;43;8;9;"sehr gut"
DENI062;"'28.10.2024 23:00'";13;44;8;9;"sehr gut"
DENI062;"'28.10.2024 24:00'";14;44;7;9;"sehr gut"
DENI062;"'29.10.2024 01:00'";14;41;7;10;"sehr gut"
DENI062;"'29.10.2024 02:00'";14;41;6;10;"sehr gut"
DENI062;"'29.10.2024 03:00'";14;-;-;10;"sehr gut"
DENI062;"'29.10.2024 04:00'";14;39;5;10;"sehr gut"
DENI062;"'29.10.2024 05:00'";14;37;6;10;"sehr gut"
DENI062;"'29.10.2024 06:00'";14;33;9;10;"sehr gut"
DENI062;"'29.10.2024 07:00'";14;27;12;10;"sehr gut"
DENI062;"'29.10.2024 08:00'";14;22;15;10;"sehr gut"
DENI062;"'29.10.2024 09:00'";14;21;13;9;"sehr gut"
DENI062;"'29.10.2024 10:00'";13;26;10;9;"sehr gut"
DENI062;"'29.10.2024 11:00'";13;26;10;9;"sehr gut"
DENI062;"'29.10.2024 12:00'";12;26;11;8;"sehr gut"
DENI062;"'29.10.2024 13:00'";12;29;10;8;"sehr gut"
DENI062;"'29.10.2024 14:00'";12;29;10;8;"sehr gut"
DENI062;"'29.10.2024 15:00'";12;26;13;8;"sehr gut"
DENI062;"'29.10.2024 16:00'";12;28;12;8;"sehr gut"
DENI062;"'29.10.2024 17:00'";12;25;15;8;"sehr gut"
DENI062;"'29.10.2024 18:00'";12;21;16;8;"sehr gut"
DENI062;"'29.10.2024 19:00'";12;19;14;8;"sehr gut"
DENI062;"'29.10.2024 20:00'";12;16;14;8;"sehr gut"
DENI062;"'29.10.2024 21:00'";12;19;13;8;"sehr gut"
DENI062;"'29.10.2024 22:00'";12;22;12;8;"sehr gut"
DENI062;"'29.10.2024 23:00'";11;27;10;7;"sehr gut"
DENI062;"'29.10.2024 24:00'";11;27;9;7;"sehr gut"
DENI062;"'30.10.2024 01:00'";11;24;9;7;"sehr gut"
DENI062;"'30.10.2024 02:00'";12;23;10;8;"sehr gut"
DENI062;"'30.10.2024 03:00'";12;24;10;8;"sehr gut"
DENI062;"'30.10.2024 04:00'";12;-;-;8;"sehr gut"
DENI062;"'30.10.2024 05:00'";12;22;9;8;"sehr gut"
DENI062;"'30.10.2024 06:00'";12;24;11;8;"sehr gut"
DENI062;"'30.10.2024 07:00'";12;27;13;8;"sehr gut"
DENI062;"'30.10.2024 08:00'";12;23;15;8;"sehr gut"
DENI062;"'30.10.2024 09:00'";12;23;13;8;"sehr gut"
DENI062;"'30.10.2024 10:00'";12;24;12;8;"sehr gut"
DENI062;"'30.10.2024 11:00'";13;30;10;8;"sehr gut"
DENI062;"'30.10.2024 12:00'";13;38;7;8;"sehr gut"
DENI062;"'30.10.2024 13:00'";13;44;7;8;"sehr gut"
DENI062;"'30.10.2024 14:00'";13;46;8;8;"sehr gut"
DENI062;"'30.10.2024 15:00'";12;44;10;8;"sehr gut"
DENI062;"'30.10.2024 16:00'";12;53;9;8;"sehr gut"
DENI062;"'30.10.2024 17:00'";12;63;8;8;gut
DENI062;"'30.10.2024 18:00'";12;57;13;8;"sehr gut"
DENI062;"'30.10.2024 19:00'";11;44;24;7;gut
DENI062;"'30.10.2024 20:00'";11;44;18;7;"sehr gut"
DENI062;"'30.10.2024 21:00'";11;44;16;7;"sehr gut"
DENI062;"'30.10.2024 22:00'";11;37;15;7;"sehr gut"
DENI062;"'30.10.2024 23:00'";11;35;14;7;"sehr gut"
DENI062;"'30.10.2024 24:00'";11;43;9;7;"sehr gut"
DENI062;"'31.10.2024 01:00'";10;51;7;6;"sehr gut"
DENI062;"'31.10.2024 02:00'";10;44;8;6;"sehr gut"
DENI062;"'31.10.2024 03:00'";10;41;7;6;"sehr gut"
DENI062;"'31.10.2024 04:00'";9;42;6;5;"sehr gut"
DENI062;"'31.10.2024 05:00'";9;-;-;5;"sehr gut"
DENI062;"'31.10.2024 06:00'";9;34;6;5;"sehr gut"
DENI062;"'31.10.2024 07:00'";9;34;7;5;"sehr gut"
DENI062;"'31.10.2024 08:00'";9;36;7;5;"sehr gut"
DENI062;"'31.10.2024 09:00'";8;38;7;5;"sehr gut"
DENI062;"'31.10.2024 10:00'";8;38;8;5;"sehr gut"
DENI062;"'31.10.2024 11:00'";8;39;8;4;"sehr gut"
DENI062;"'31.10.2024 12:00'";8;43;6;4;"sehr gut"
DENI062;"'31.10.2024 13:00'";8;50;6;4;"sehr gut"
DENI062;"'31.10.2024 14:00'";8;52;6;5;"sehr gut"
DENI062;"'31.10.2024 15:00'";8;49;7;5;"sehr gut"
DENI062;"'31.10.2024 16:00'";9;53;6;5;"sehr gut"
DENI062;"'31.10.2024 17:00'";9;52;7;6;"sehr gut"
DENI062;"'31.10.2024 18:00'";10;52;6;6;"sehr gut"
DENI062;"'31.10.2024 19:00'";10;47;8;6;"sehr gut"
DENI062;"'31.10.2024 20:00'";10;49;7;7;"sehr gut"
DENI062;"'31.10.2024 21:00'";11;52;6;7;"sehr gut"
DENI062;"'31.10.2024 22:00'";11;56;5;7;"sehr gut"
DENI062;"'31.10.2024 23:00'";11;55;5;8;"sehr gut"
DENI062;"'31.10.2024 24:00'";11;51;6;8;"sehr gut"
DENI062;"'01.11.2024 01:00'";12;48;6;8;"sehr gut"
DENI062;"'01.11.2024 02:00'";12;45;6;9;"sehr gut"
DENI062;"'01.11.2024 03:00'";13;51;5;9;"sehr gut"
DENI062;"'01.11.2024 04:00'";13;49;6;10;"sehr gut"
DENI062;"'01.11.2024 05:00'";14;45;7;10;"sehr gut"
DENI062;"'01.11.2024 06:00'";14;39;9;11;gut
DENI062;"'01.11.2024 07:00'";15;38;9;11;gut
DENI062;"'01.11.2024 08:00'";15;37;9;12;gut
DENI062;"'01.11.2024 09:00'";16;34;10;13;gut
DENI062;"'01.11.2024 10:00'";17;33;11;13;gut
DENI062;"'01.11.2024 11:00'";17;35;10;14;gut
DENI062;"'01.11.2024 12:00'";18;36;10;15;gut
DENI062;"'01.11.2024 13:00'";19;38;10;15;gut
DENI062;"'01.11.2024 14:00'";20;36;12;16;gut
DENI062;"'01.11.2024 15:00'";20;35;13;16;gut
DENI062;"'01.11.2024 16:00'";21;35;13;17;gut
DENI062;"'01.11.2024 17:00'";21;31;14;17;gut
DENI062;"'01.11.2024 18:00'";22;27;16;18;gut
DENI062;"'01.11.2024 19:00'";23;28;15;19;gut
DENI062;"'01.11.2024 20:00'";23;25;15;19;gut
DENI062;"'01.11.2024 21:00'";24;26;15;19;gut
DENI062;"'01.11.2024 22:00'";24;25;14;19;gut
DENI062;"'01.11.2024 23:00'";24;-;-;19;gut
DENI062;"'01.11.2024 24:00'";23;44;8;19;gut
DENI062;"'02.11.2024 01:00'";23;70;3;19;gut
DENI062;"'02.11.2024 02:00'";23;75;2;18;gut
DENI062;"'02.11.2024 03:00'";23;78;2;18;gut
DENI062;"'02.11.2024 04:00'";23;73;3;18;gut
DENI062;"'02.11.2024 05:00'";23;72;3;17;gut
DENI062;"'02.11.2024 06:00'";22;72;3;17;gut
DENI062;"'02.11.2024 07:00'";22;70;3;16;gut
DENI062;"'02.11.2024 08:00'";21;59;11;15;gut
DENI062;"'02.11.2024 09:00'";21;50;21;15;gut
DENI062;"'02.11.2024 10:00'";21;56;15;14;gut
DENI062;"'02.11.2024 11:00'";20;62;7;13;gut
DENI062;"'02.11.2024 12:00'";20;66;6;13;gut
DENI062;"'02.11.2024 13:00'";19;72;4;12;gut
DENI062;"'02.11.2024 14:00'";18;75;3;11;gut
DENI062;"'02.11.2024 15:00'";18;74;3;11;gut
DENI062;"'02.11.2024 16:00'";17;72;4;10;gut
DENI062;"'02.11.2024 17:00'";16;57;11;9;"sehr gut"
DENI062;"'02.11.2024 18:00'";16;25;33;8;gut
DENI062;"'02.11.2024 19:00'";15;8;34;8;gut
DENI062;"'02.11.2024 20:00'";14;2;41;7;mäßig
DENI062;"'02.11.2024 21:00'";13;2;37;6;gut
DENI062;"'02.11.2024 22:00'";13;3;30;6;gut
DENI062;"'02.11.2024 23:00'";13;3;25;6;gut
DENI062;"'02.11.2024 24:00'";13;-;-;6;"sehr gut"
DENI062;"'03.11.2024 01:00'";13;4;17;6;"sehr gut"
DENI062;"'03.11.2024 02:00'";13;3;16;6;"sehr gut"
DENI062;"'03.11.2024 03:00'";13;6;12;6;"sehr gut"
DENI062;"'03.11.2024 04:00'";12;8;13;6;"sehr gut"
DENI062;"'03.11.2024 05:00'";12;6;12;6;"sehr gut"
DENI062;"'03.11.2024 06:00'";12;9;11;6;"sehr gut"
DENI062;"'03.11.2024 07:00'";12;10;12;6;"sehr gut"
DENI062;"'03.11.2024 08:00'";12;7;13;6;"sehr gut"
DENI062;"'03.11.2024 09:00'";12;10;12;6;"sehr gut"
DENI062;"'03.11.2024 10:00'";12;21;13;6;"sehr gut"
DENI062;"'03.11.2024 11:00'";12;33;13;6;"sehr gut"
DENI062;"'03.11.2024 12:00'";12;45;8;7;"sehr gut"
DENI062;"'03.11.2024 13:00'";12;58;5;7;"sehr gut"
DENI062;"'03.11.2024 14:00'";12;65;4;7;gut
DENI062;"'03.11.2024 15:00'";12;64;6;7;gut
DENI062;"'03.11.2024 16:00'";12;61;8;7;gut
DENI062;"'03.11.2024 17:00'";12;42;26;7;gut
DENI062;"'03.11.2024 18:00'";12;6;57;7;mäßig
DENI062;"'03.11.2024 19:00'";12;23;41;8;mäßig
DENI062;"'03.11.2024 20:00'";13;42;19;8;"sehr gut"
DENI062;"'03.11.2024 21:00'";13;46;14;8;"sehr gut"
DENI062;"'03.11.2024 22:00'";13;49;10;8;"sehr gut"
DENI062;"'03.11.2024 23:00'";13;52;10;8;"sehr gut"
